10321,NZ_NRRJ01000080.1,100,37,0,0,7,43,548,584,0.0000000125,69.4
9636,NZ_NRRJ01000080.1,95.349,43,2,0,211,253,766,808,0.0000000121,69.4
4197,NZ_NRRJ01000080.1,95.349,43,2,0,210,252,766,808,0.0000000119,69.4
4491,NZ_NRRJ01000080.1,95.349,43,2,0,207,249,766,808,0.0000000119,69.4
11719,NZ_NRRJ01000080.1,95.349,43,2,0,210,252,766,808,0.0000000119,69.4
15270,NW_001849938.1,97.222,36,1,0,1,36,658,623,0.00000001,63.9
14273,NZ_NRRJ01000080.1,95.349,43,2,0,156,198,808,766,0.00000000927,69.4
10321,NW_001849981.1,100,37,0,0,7,43,818,782,0.00000000888,69.4
10321,NW_001850021.1,100,37,0,0,7,43,103,139,0.00000000888,69.4
10321,NW_001850024.1,100,37,0,0,7,43,886,850,0.00000000888,69.4
10321,NW_001850041.1,100,37,0,0,7,43,31,67,0.00000000888,69.4
10321,NW_001850047.1,100,37,0,0,7,43,1602,1566,0.00000000888,69.4
5583,NW_001850024.1,100,38,0,0,514,551,1036,999,0.00000000713,71.3
10321,NZ_NRRV01000173.1,100,37,0,0,7,43,1362,1398,0.00000000525,69.4
9636,NZ_NRRV01000173.1,95.349,43,2,0,211,253,1580,1622,0.00000000508,69.4
4197,NZ_NRRV01000173.1,95.349,43,2,0,210,252,1580,1622,0.000000005,69.4
4491,NZ_NRRV01000173.1,95.349,43,2,0,207,249,1580,1622,0.000000005,69.4
11719,NZ_NRRV01000173.1,95.349,43,2,0,210,252,1580,1622,0.000000005,69.4
14273,NZ_NRRV01000173.1,95.349,43,2,0,156,198,1622,1580,0.00000000391,69.4
9636,NW_001849939.1,93.617,47,3,0,210,256,993,947,0.00000000239,71.3
9636,NW_001849981.1,93.617,47,3,0,210,256,601,555,0.00000000239,71.3
9636,NW_001850021.1,95.455,44,2,0,210,253,320,363,0.00000000239,71.3
9636,NW_001850024.1,93.617,47,3,0,210,256,669,623,0.00000000239,71.3
9636,NW_001850041.1,95.455,44,2,0,210,253,248,291,0.00000000239,71.3
9636,NW_001850047.1,93.617,47,3,0,210,256,1385,1339,0.00000000239,71.3
9636,NW_001850058.1,93.617,47,3,0,210,256,1948,1902,0.00000000239,71.3
9636,NW_001850059.1,93.617,47,3,0,210,256,1190,1144,0.00000000239,71.3
4197,NW_001849939.1,93.617,47,3,0,209,255,993,947,0.00000000235,71.3
4197,NW_001849981.1,93.617,47,3,0,209,255,601,555,0.00000000235,71.3
4197,NW_001850021.1,95.455,44,2,0,209,252,320,363,0.00000000235,71.3
4197,NW_001850024.1,93.617,47,3,0,209,255,669,623,0.00000000235,71.3
4197,NW_001850041.1,95.455,44,2,0,209,252,248,291,0.00000000235,71.3
4197,NW_001850047.1,93.617,47,3,0,209,255,1385,1339,0.00000000235,71.3
4197,NW_001850058.1,93.617,47,3,0,209,255,1948,1902,0.00000000235,71.3
4197,NW_001850059.1,93.617,47,3,0,209,255,1190,1144,0.00000000235,71.3
4491,NW_001849939.1,93.617,47,3,0,206,252,993,947,0.00000000235,71.3
4491,NW_001849981.1,93.617,47,3,0,206,252,601,555,0.00000000235,71.3
4491,NW_001850021.1,95.455,44,2,0,206,249,320,363,0.00000000235,71.3
4491,NW_001850024.1,93.617,47,3,0,206,252,669,623,0.00000000235,71.3
4491,NW_001850041.1,95.455,44,2,0,206,249,248,291,0.00000000235,71.3
4491,NW_001850047.1,93.617,47,3,0,206,252,1385,1339,0.00000000235,71.3
4491,NW_001850058.1,93.617,47,3,0,206,252,1948,1902,0.00000000235,71.3
4491,NW_001850059.1,93.617,47,3,0,206,252,1190,1144,0.00000000235,71.3
11719,NW_001849939.1,93.617,47,3,0,209,255,993,947,0.00000000235,71.3
11719,NW_001849981.1,93.617,47,3,0,209,255,601,555,0.00000000235,71.3
11719,NW_001850021.1,95.455,44,2,0,209,252,320,363,0.00000000235,71.3
11719,NW_001850024.1,93.617,47,3,0,209,255,669,623,0.00000000235,71.3
11719,NW_001850041.1,95.455,44,2,0,209,252,248,291,0.00000000235,71.3
11719,NW_001850047.1,93.617,47,3,0,209,255,1385,1339,0.00000000235,71.3
11719,NW_001850058.1,93.617,47,3,0,209,255,1948,1902,0.00000000235,71.3
11719,NW_001850059.1,93.617,47,3,0,209,255,1190,1144,0.00000000235,71.3
14273,NW_001849939.1,93.617,47,3,0,153,199,947,993,0.00000000183,71.3
14273,NW_001849981.1,93.617,47,3,0,153,199,555,601,0.00000000183,71.3
14273,NW_001850021.1,95.455,44,2,0,156,199,363,320,0.00000000183,71.3
14273,NW_001850024.1,93.617,47,3,0,153,199,623,669,0.00000000183,71.3
14273,NW_001850041.1,95.455,44,2,0,156,199,291,248,0.00000000183,71.3
14273,NW_001850047.1,93.617,47,3,0,153,199,1339,1385,0.00000000183,71.3
14273,NW_001850058.1,93.617,47,3,0,153,199,1902,1948,0.00000000183,71.3
14273,NW_001850059.1,93.617,47,3,0,153,199,1144,1190,0.00000000183,71.3
15270,NZ_NRRJ01000080.1,100,36,0,0,1,36,842,877,0.00000000109,67.6
15270,NW_001849939.1,100,36,0,0,1,36,917,882,7.75E-10,67.6
15270,NW_001849981.1,100,36,0,0,1,36,524,489,7.75E-10,67.6
15270,NW_001850021.1,100,36,0,0,1,36,397,432,7.75E-10,67.6
15270,NW_001850024.1,100,36,0,0,1,36,592,557,7.75E-10,67.6
15270,NW_001850041.1,100,36,0,0,1,36,325,360,7.75E-10,67.6
15270,NW_001850047.1,100,36,0,0,1,36,1308,1273,7.75E-10,67.6
15270,NW_001850058.1,100,36,0,0,1,36,1871,1836,7.75E-10,67.6
15270,NW_001850059.1,100,36,0,0,1,36,1113,1078,7.75E-10,67.6
7047,NZ_NRRV01000173.1,97.619,42,1,0,115,156,1681,1640,1.39E-10,73.1
2514,NW_001850008.1,97.826,46,0,1,405,450,1176,1132,1.67E-11,78.7
14676,NZ_NRRV01000173.1,97.727,44,1,0,113,156,1681,1638,1.07E-11,76.8
2514,NW_001850007.1,100,44,0,0,407,450,1193,1150,1.29E-12,82.4
2514,NW_001850074.1,100,47,0,0,404,450,1,47,2.77E-14,87.9
5583,NZ_LWSI01000051.1,100,50,0,0,414,463,464,513,2.14E-15,93.5
5583,NZ_SMSJ01000343.1,100,50,0,0,414,463,385,336,1.55E-15,93.5
2514,NW_001849990.1,100,51,0,0,400,450,1196,1146,1.65E-16,95.3
5583,NZ_JACBXS010000142.1,100,53,0,0,414,466,473,525,3.82E-17,99
14994,NW_001850008.1,94.03,67,0,2,420,486,1176,1114,1.39E-17,99
11756,NW_001849938.1,95.238,63,1,2,269,330,737,676,9.13E-18,99
14994,NW_001850007.1,95.385,65,0,1,422,486,1193,1132,3.85E-18,100
